delivery_id,supplier_id,store_id,product_id,quantity,delivery_date
98,28,17,188,82,2024-07-11
99,27,15,387,78,2023-09-29
100,2,19,42,197,2024-09-03
101,8,37,208,78,2023-01-15
102,24,33,384,194,2024-06-29
103,8,47,8,193,2024-11-09
104,31,24,271,68,2023-01-10
105,30,1,110,104,2024-01-20
106,17,20,377,67,2023-05-02
107,21,45,181,116,2024-08-29
108,34,32,354,135,2023-06-26
109,30,13,270,150,2023-08-21
110,35,19,435,73,2023-08-13
111,32,35,112,174,2023-06-11
112,4,2,284,188,2024-07-27
113,15,18,135,45,2023-10-21
114,39,37,359,53,2023-11-17
115,9,14,169,111,2024-06-04
116,24,5,184,94,2024-02-19
117,35,18,275,61,2024-12-26
118,6,25,406,124,2024-12-11
119,15,29,495,76,2024-09-15
120,18,41,178,76,2023-10-21
121,35,45,395,102,2024-04-06
122,1,2,281,160,2024-09-21
123,36,39,356,135,2023-11-05
124,13,38,413,192,2023-10-27
125,30,42,110,122,2023-12-12
126,5,27,45,38,2023-12-08
127,4,29,164,47,2024-06-26
128,40,27,80,142,2023-02-04
129,16,25,56,190,2024-03-19
130,3,24,363,36,2024-11-20
131,10,24,130,146,2024-04-20
132,10,35,50,178,2024-07-02
133,2,17,162,88,2024-11-29
134,32,2,392,177,2023-12-03
135,1,49,281,140,2023-08-01
136,13,45,213,130,2023-07-30
137,21,27,221,111,2023-06-05
138,8,14,408,99,2023-01-23
139,14,50,54,53,2023-05-25
140,36,27,156,182,2024-02-17
141,23,8,23,173,2023-02-17
142,38,40,478,170,2024-11-25
143,20,34,180,64,2023-12-07
144,3,29,163,56,2023-09-01
145,19,24,419,141,2024-05-25
146,15,15,415,123,2023-02-07
147,8,35,48,161,2023-05-14
148,18,36,378,200,2024-11-10
149,31,4,271,65,2023-07-26
150,38,19,318,101,2023-05-24
151,15,28,95,26,2024-11-21
152,16,34,56,182,2023-05-09
153,9,9,289,42,2023-10-02
154,12,40,172,42,2023-02-18
155,24,34,384,134,2024-08-25
156,21,9,141,78,2023-07-26
157,7,2,247,21,2024-08-04
158,18,15,298,72,2024-11-19
159,33,9,433,38,2024-08-12
160,19,22,219,165,2024-01-06
161,28,48,148,32,2024-08-18
162,31,20,71,123,2024-10-31
163,8,25,288,125,2024-09-01
164,13,30,93,150,2023-03-07
165,36,35,196,31,2023-11-05
166,9,6,289,120,2024-12-05
167,13,11,333,40,2024-11-10
168,36,8,236,57,2023-02-21
169,18,14,458,97,2024-09-17
170,26,6,346,37,2023-11-16
171,13,36,133,29,2023-04-01
172,34,44,114,66,2023-02-02
173,18,5,338,50,2023-03-03
174,4,1,484,34,2024-05-03
175,20,48,500,112,2024-08-01
176,37,28,117,130,2023-09-21
177,28,22,68,87,2023-08-07
178,19,39,419,67,2023-12-14
179,13,36,333,66,2024-10-02
180,26,45,226,131,2023-06-03
181,2,35,362,159,2023-02-17
182,6,13,326,160,2024-02-25
183,21,27,341,82,2023-06-24
184,20,6,460,71,2024-04-09
185,38,37,158,133,2024-11-14
186,24,49,304,133,2024-01-13
187,10,40,450,53,2023-11-15
188,33,14,433,99,2024-02-12
189,34,14,34,37,2024-01-23
190,11,14,371,75,2023-08-28
191,24,42,424,122,2024-04-21
192,6,47,86,40,2024-08-19
193,38,48,278,121,2024-12-23
194,7,36,287,26,2024-11-13
195,25,10,345,92,2023-08-19
196,37,25,197,139,2024-12-21
197,33,23,153,157,2023-10-20
198,16,29,16,200,2023-12-17
199,25,10,345,183,2024-12-01
200,9,34,409,47,2024-06-18
201,26,19,266,24,2024-09-05
202,3,43,483,144,2024-01-06
203,39,34,119,60,2023-04-09
204,35,17,195,142,2023-04-08
205,23,3,23,45,2023-01-21
206,32,41,312,79,2024-10-24
207,20,35,140,119,2023-07-25
208,3,14,243,175,2024-03-19
209,35,24,155,28,2023-05-27
210,33,26,273,164,2023-04-01
211,30,45,30,69,2023-09-20
212,27,43,307,187,2023-04-15
213,9,35,409,56,2023-04-04
214,36,29,116,194,2023-12-08
215,40,13,440,93,2023-03-19
216,29,35,349,78,2024-06-01
217,8,38,88,28,2023-10-24
218,14,17,294,72,2023-01-31
219,4,47,244,159,2024-10-12
220,37,34,37,71,2024-04-06
221,25,5,185,139,2023-01-11
222,27,12,307,39,2024-08-08
223,19,35,459,136,2024-09-28
224,3,20,43,31,2024-02-02
225,3,26,443,121,2023-08-05
226,35,42,475,66,2024-06-21
227,7,26,407,123,2024-04-24
228,22,22,342,136,2024-07-31
229,5,22,125,33,2023-12-14
230,15,11,335,21,2023-06-12
231,7,23,367,160,2024-07-04
232,5,7,85,162,2024-07-29
233,31,47,391,65,2023-04-14
234,26,35,146,98,2023-08-30
235,11,30,131,159,2024-03-08
236,13,28,413,132,2024-03-31
237,6,6,326,109,2024-09-12
238,28,37,348,60,2024-07-07
239,22,47,422,26,2023-10-06
240,39,32,239,174,2024-06-17
241,5,12,285,55,2023-09-04
242,26,12,26,115,2023-07-06
243,25,24,105,176,2023-01-31
244,31,41,231,37,2023-05-09
245,22,31,342,76,2023-02-16
246,16,15,96,151,2024-01-26
247,27,31,307,106,2023-09-06
248,12,8,52,38,2024-12-02
249,27,37,347,180,2023-08-13
250,24,21,344,136,2023-05-28
251,31,39,431,75,2024-01-07
252,30,29,110,43,2024-04-21
253,39,9,279,72,2023-08-26
254,17,32,217,143,2023-12-16
255,5,34,485,81,2024-04-25
256,22,28,382,95,2024-03-31
257,1,48,481,102,2023-03-11
258,25,28,265,42,2024-03-22
259,6,34,366,64,2023-07-15
260,17,10,177,54,2023-01-05
261,21,21,221,55,2024-01-25
262,4,9,164,127,2023-03-19
263,22,19,102,25,2023-10-05
264,9,42,449,64,2024-11-01
265,7,27,367,198,2024-08-14
266,28,49,228,122,2023-05-16
267,26,17,266,139,2024-05-31
268,9,1,129,93,2023-04-09
269,31,11,111,52,2024-05-28
270,32,36,472,154,2023-05-27
271,38,4,478,84,2024-12-23
272,40,27,80,119,2024-11-29
273,15,12,495,139,2023-11-19
274,35,13,395,176,2023-01-01
275,38,9,358,170,2023-07-08
276,1,32,241,136,2023-03-15
277,30,9,70,130,2023-10-28
278,6,46,126,37,2024-02-20
279,29,45,149,88,2024-11-27
280,7,26,247,24,2023-09-19
281,24,32,384,87,2024-02-27
282,38,33,278,106,2024-10-03
283,26,45,306,92,2024-01-30
284,13,41,333,188,2023-08-02
285,12,13,452,107,2024-08-02
286,36,48,436,22,2024-10-02
287,40,38,40,24,2024-02-08
288,18,41,418,39,2023-08-21
289,29,12,389,200,2024-06-10
290,29,3,429,50,2023-09-10
291,34,10,474,107,2024-06-14
292,9,2,489,112,2023-07-23
293,31,50,191,179,2024-05-14
294,39,39,39,34,2024-03-23
295,15,45,295,169,2024-08-12
296,15,23,215,41,2024-07-01
297,10,34,90,30,2024-03-23
298,34,17,154,162,2024-08-03
299,40,15,80,123,2023-05-12
300,33,32,353,40,2024-03-20
301,4,4,4,128,2023-01-18
302,32,47,32,114,2023-12-06
303,5,28,365,103,2024-11-23
304,35,39,275,105,2024-01-14
305,7,2,407,88,2023-10-13
306,26,10,426,171,2023-01-21
307,38,42,158,185,2023-03-26
308,4,4,244,92,2023-05-26
309,30,31,390,38,2024-08-07
310,9,39,129,138,2024-06-02
311,28,12,148,62,2023-05-05
312,35,25,475,135,2023-05-03
313,28,31,468,33,2024-07-01
314,31,49,151,106,2024-03-22
315,15,3,455,24,2024-08-12
316,34,14,354,130,2023-02-14
317,29,29,149,109,2024-05-18
318,7,16,127,95,2023-08-02
319,22,14,142,181,2023-11-17
320,19,48,339,128,2023-05-25
321,29,8,229,148,2024-03-08
322,3,44,243,99,2023-10-16
323,17,45,457,113,2024-01-13
324,7,41,167,92,2023-09-28
325,17,13,97,56,2023-12-14
326,9,8,49,72,2023-11-20
327,35,8,395,157,2023-03-02
328,35,43,75,35,2023-03-04
329,19,35,419,80,2023-06-25
330,4,20,284,200,2023-04-09
331,36,38,436,124,2023-10-21
332,30,14,310,200,2023-12-27
333,3,16,443,147,2024-07-09
334,13,46,333,93,2024-06-20
335,39,34,39,109,2024-02-11
336,40,35,440,70,2024-11-23
337,14,12,374,57,2024-11-17
338,22,23,182,120,2024-03-28
339,20,7,420,152,2023-02-05
340,31,10,151,121,2023-07-15
341,27,46,267,94,2023-08-14
342,11,22,171,187,2024-07-20
343,3,20,43,122,2023-11-15
344,5,29,45,21,2024-10-23
345,35,14,35,20,2023-07-12
346,21,42,341,48,2023-10-31
347,24,31,344,105,2023-05-06
348,39,28,479,50,2023-12-31
349,23,35,183,77,2023-03-26
350,18,7,498,34,2023-04-15
351,26,42,266,52,2024-09-20
352,36,22,436,136,2023-05-26
353,18,10,138,140,2024-01-24
354,5,12,125,108,2024-07-21
355,5,45,5,42,2023-01-29
356,11,31,171,144,2024-05-24
357,16,46,136,173,2023-05-28
358,21,4,461,64,2024-11-07
359,23,44,103,34,2024-08-23
360,30,24,70,85,2023-03-03
361,28,19,28,96,2023-04-21
362,15,35,95,21,2024-01-28
363,7,7,287,147,2024-05-31
364,25,34,425,127,2023-06-02
365,34,16,274,194,2024-04-17
366,9,50,369,93,2023-07-30
367,31,8,471,32,2024-10-27
368,18,42,378,90,2023-03-04
369,40,45,80,129,2024-09-14
370,29,47,189,39,2024-02-06
371,23,13,303,184,2023-08-16
372,36,47,156,115,2024-02-09
373,11,25,371,120,2023-09-01
374,10,9,490,171,2023-12-03
375,19,10,19,40,2024-07-11
376,32,42,472,62,2023-02-05
377,16,22,176,31,2023-02-24
378,21,2,221,133,2024-11-17
379,40,19,120,179,2024-08-31
380,40,23,240,95,2023-03-22
381,39,31,239,171,2024-01-31
382,12,24,52,73,2024-10-12
383,31,50,271,53,2024-10-03
384,23,2,63,47,2024-12-19
385,6,36,86,100,2024-07-29
386,10,35,10,53,2024-08-06
387,7,12,167,140,2024-05-19
388,33,50,433,125,2023-06-05
389,24,45,464,39,2023-10-26
390,26,2,226,81,2024-04-22
391,21,22,261,37,2023-11-05
392,35,2,435,99,2024-11-29
393,4,49,484,48,2024-08-01
394,37,5,197,85,2023-11-28
395,7,36,87,73,2023-02-23
396,6,28,86,170,2024-05-26
397,4,21,84,181,2024-03-18
398,39,2,279,194,2024-03-04
399,10,12,90,106,2024-02-06
400,34,27,274,32,2024-05-20
401,39,49,199,112,2023-07-28
402,12,12,52,57,2023-07-17
403,13,42,133,38,2024-09-19
404,31,7,231,44,2024-02-21
405,12,20,92,40,2023-04-17
406,33,28,353,59,2023-05-22
407,19,30,179,199,2023-05-09
408,27,18,467,129,2024-05-02
409,37,48,77,180,2024-05-04
410,1,3,81,195,2024-05-31
411,19,44,339,56,2023-08-18
412,37,34,77,53,2023-03-27
413,25,6,185,95,2024-05-26
414,8,11,488,116,2024-12-29
415,15,42,415,91,2023-08-29
416,20,13,460,96,2024-04-20
417,14,49,254,137,2024-05-04
418,29,22,469,55,2024-04-18
419,26,45,466,51,2023-11-11
420,40,47,80,87,2023-03-20
421,26,22,346,89,2023-02-19
422,25,38,105,76,2023-05-04
423,15,11,55,48,2023-07-04
424,7,3,367,183,2023-06-30
425,13,43,253,160,2024-04-19
426,31,27,391,153,2023-05-07
427,1,31,121,87,2023-02-14
428,39,40,479,70,2023-09-28
429,31,6,191,118,2024-05-03
430,6,37,126,58,2023-07-25
431,11,42,171,80,2024-11-24
432,1,9,401,184,2024-12-07
433,10,39,450,178,2023-06-17
434,8,20,288,147,2024-06-11
435,40,23,160,124,2024-09-18
436,11,29,331,127,2024-10-10
437,17,19,257,103,2023-03-18
438,6,39,46,143,2023-10-22
439,26,40,66,39,2024-10-20
440,36,15,436,99,2023-06-14
441,6,25,166,175,2024-06-12
442,16,2,256,139,2023-09-08
443,37,37,437,129,2023-08-22
444,13,39,493,117,2023-01-12
445,37,13,397,48,2024-02-26
446,19,39,379,175,2023-07-11
447,40,48,40,195,2023-02-03
448,23,50,263,120,2023-04-25
449,24,13,104,48,2024-12-03
450,28,36,428,120,2023-06-24
451,1,31,121,29,2024-07-13
452,27,48,267,68,2023-10-05
453,7,33,167,174,2024-08-26
454,4,22,484,55,2024-07-07
455,15,25,375,39,2023-11-05
456,21,36,421,160,2023-03-10
457,33,33,233,87,2024-12-13
458,9,33,9,147,2024-05-20
459,4,24,484,132,2024-05-09
460,20,4,380,181,2024-08-01
461,10,19,250,136,2024-05-08
462,1,24,201,193,2023-03-13
463,40,45,120,82,2023-12-25
464,11,20,91,158,2023-01-22
465,32,32,472,195,2023-09-22
466,3,3,323,59,2023-09-07
467,14,1,134,108,2023-06-24
468,31,2,351,47,2024-02-06
469,20,30,180,39,2024-05-27
470,7,14,447,38,2024-03-08
471,7,36,487,197,2024-08-13
472,24,33,304,181,2024-04-24
473,10,30,130,149,2023-09-15
474,34,22,154,93,2023-11-22
475,20,6,220,157,2023-10-04
476,23,21,183,40,2024-05-25
477,6,4,246,176,2024-11-11
478,30,15,230,121,2023-12-19
479,29,28,269,192,2024-08-31
480,27,12,67,79,2023-12-28
481,5,43,45,47,2024-01-12
482,6,32,166,154,2023-08-06
483,7,27,7,127,2023-08-17
484,10,48,10,63,2024-06-01
485,25,22,185,81,2023-09-06
486,25,5,345,130,2023-08-18
487,36,32,276,119,2024-04-19
488,4,23,4,139,2023-11-01
489,10,3,290,190,2023-06-27
490,23,32,303,85,2023-07-26
491,9,3,9,145,2023-09-21
492,27,9,67,48,2024-10-09
493,28,22,108,125,2023-10-21
494,21,9,221,32,2024-08-28
495,5,31,165,126,2024-10-03
496,34,24,314,132,2023-03-04
497,23,10,303,158,2024-11-25
498,14,35,294,83,2024-03-05
499,10,5,370,129,2024-06-26
500,30,40,350,195,2023-03-15
501,32,28,392,188,2024-06-03
502,14,47,374,89,2024-04-06
503,12,30,372,34,2024-08-06
504,18,22,58,79,2023-07-07
505,25,31,305,93,2023-11-11
506,27,12,227,43,2023-09-10
507,33,8,393,42,2024-01-22
508,3,20,283,51,2024-11-09
509,20,39,60,72,2023-02-09
510,25,13,105,33,2024-02-19
511,26,26,26,138,2023-03-30
512,28,46,108,156,2023-10-17
513,18,35,418,28,2023-06-11
514,6,38,86,95,2024-05-26
515,23,38,143,170,2023-11-04
516,12,41,252,41,2023-03-31
517,21,6,181,74,2024-05-31
518,7,22,287,86,2024-05-23
519,16,3,376,138,2023-04-06
520,24,6,384,61,2024-09-29
521,15,20,335,23,2024-08-11
522,10,14,10,179,2023-12-21
523,8,2,168,66,2023-01-31
524,26,19,66,152,2023-10-12
525,17,11,377,94,2023-01-30
526,14,15,414,89,2024-05-04
527,18,27,298,102,2023-04-10
528,6,22,206,185,2024-12-18
529,32,26,232,137,2024-07-17
530,11,13,451,38,2024-10-07
531,37,35,237,190,2024-08-26
532,39,25,279,189,2024-06-05
533,32,5,352,59,2023-09-02
534,8,41,248,180,2024-10-05
535,21,39,381,54,2024-08-30
536,23,36,383,80,2024-12-10
537,10,40,90,133,2023-11-06
538,22,29,342,188,2024-06-01
539,38,7,438,137,2023-04-17
540,13,45,413,142,2023-04-06
541,16,3,96,75,2023-11-16
542,10,38,490,107,2024-12-04
543,9,43,49,182,2024-07-10
544,17,24,297,109,2023-12-22
545,34,50,74,164,2023-05-05
546,36,43,156,26,2024-01-08
547,29,15,349,93,2023-02-03
548,23,14,343,119,2023-03-12
549,2,14,82,105,2024-06-21
550,10,49,90,72,2023-08-31
551,34,33,434,193,2023-06-03
552,13,39,493,44,2023-06-20
553,32,46,312,168,2024-11-29
554,38,20,438,166,2024-04-18
555,19,48,259,110,2024-08-28
556,19,14,179,164,2023-08-02
557,5,11,485,163,2024-12-24
558,9,30,9,193,2023-08-19
559,3,33,363,104,2024-06-09
560,4,14,324,20,2023-09-06
561,30,39,430,47,2023-05-17
562,29,44,349,154,2024-05-15
563,2,43,2,71,2023-03-25
564,7,26,487,117,2023-06-29
565,3,37,243,198,2023-04-07
566,37,16,477,59,2024-11-04
567,20,47,420,51,2023-06-06
568,7,32,327,162,2023-05-04
569,21,33,221,28,2023-03-19
570,23,8,263,129,2023-04-27
571,5,11,125,47,2024-07-22
572,39,31,279,44,2023-01-10
573,5,25,125,43,2023-12-26
574,6,28,246,95,2023-07-23
575,29,27,29,134,2024-05-10
576,17,49,497,117,2024-08-19
577,10,17,330,70,2023-09-03
578,5,48,205,190,2024-03-20
579,6,21,46,68,2023-11-29
580,5,48,85,137,2023-03-10
581,37,28,477,175,2024-03-01
582,11,13,51,29,2024-11-04
583,11,2,331,72,2024-12-30
584,25,33,345,78,2023-04-23
585,15,28,15,82,2024-02-13
586,35,6,315,130,2024-04-04
587,14,49,14,140,2024-03-26
588,26,21,346,127,2024-12-11
589,19,12,379,81,2023-04-11
590,31,25,431,146,2024-02-02
591,3,12,483,67,2023-03-19
592,38,49,38,178,2023-06-19
593,9,36,209,113,2024-02-28
594,4,35,284,34,2024-01-12
595,11,34,51,51,2024-11-07
596,26,23,346,156,2023-04-28
597,10,4,490,77,2023-07-31
598,5,18,205,28,2023-01-05
599,18,28,98,101,2023-03-09
600,5,25,445,108,2023-12-25
601,1,42,241,122,2024-10-04
602,17,36,97,122,2024-10-31
603,9,16,169,93,2023-10-11
604,1,20,361,199,2023-10-11
605,5,29,445,48,2023-11-25
606,26,26,106,22,2024-02-23
607,16,6,256,107,2023-12-04
608,33,8,273,130,2024-06-05
609,40,7,80,27,2024-12-27
610,26,47,306,166,2023-11-07
611,29,6,109,138,2024-11-25
612,13,10,413,71,2023-06-12
613,31,44,151,44,2023-11-11
614,32,50,352,119,2024-11-08
615,14,4,374,62,2023-07-18
616,33,14,473,103,2024-05-22
617,3,47,443,38,2024-04-20
618,20,19,340,52,2024-12-18
619,18,38,458,60,2024-03-16
620,37,44,277,197,2023-11-16
621,40,45,200,47,2024-09-06
622,20,25,100,162,2024-05-05
623,38,2,398,122,2024-07-30
624,19,8,459,150,2023-07-30
625,26,17,426,116,2024-02-18
626,12,25,132,58,2023-03-16
627,31,19,231,128,2023-06-15
628,32,10,312,166,2024-02-19
629,8,38,488,113,2023-03-10
630,35,47,75,86,2024-02-28
631,11,48,411,57,2024-01-24
632,27,6,387,128,2023-04-23
633,8,41,128,151,2023-10-02
634,5,16,5,71,2024-11-10
635,40,17,440,198,2024-03-19
636,20,18,100,167,2024-01-14
637,2,38,362,141,2024-01-25
638,4,22,484,107,2024-10-29
639,36,40,396,102,2023-01-23
640,38,39,198,199,2023-12-15
641,26,41,426,82,2024-07-10
642,40,32,40,161,2024-11-12
643,18,47,18,44,2023-11-14
644,19,29,339,63,2024-05-08
645,10,32,410,151,2023-07-25
646,19,8,419,167,2024-12-01
647,37,24,397,162,2023-07-30
648,31,25,71,78,2023-06-27
649,8,35,248,140,2024-05-05
650,5,37,365,182,2023-08-06
651,30,18,110,110,2024-11-05
652,28,42,68,124,2023-02-24
653,34,50,114,194,2024-05-12
654,22,29,302,87,2024-01-05
655,22,25,302,48,2024-07-12
656,24,49,464,162,2023-06-04
657,36,8,156,67,2023-02-02
658,40,5,200,180,2024-10-04
659,21,19,141,45,2023-05-13
660,35,17,315,171,2024-06-01
661,7,48,167,120,2024-05-30
662,39,31,479,131,2024-08-03
663,37,9,77,100,2024-01-15
664,10,19,490,174,2023-09-07
665,15,27,295,47,2023-07-16
666,35,9,275,97,2023-10-20
667,38,41,398,197,2023-04-16
668,13,34,133,61,2024-05-19
669,32,21,192,195,2024-03-10
670,5,22,45,122,2024-04-10
671,39,49,199,102,2024-09-28
672,27,48,187,84,2023-03-16
673,14,19,294,74,2024-12-23
674,39,19,439,109,2023-01-25
675,16,18,416,165,2024-10-20
676,32,24,32,36,2024-09-10
677,29,2,349,50,2023-08-27
678,3,16,83,195,2024-12-19
679,32,26,432,63,2023-08-01
680,27,18,27,32,2023-08-10
681,29,49,229,54,2023-10-02
682,15,28,495,106,2023-01-02
683,2,3,482,79,2024-09-20
684,33,29,153,101,2024-12-31
685,33,28,353,95,2023-03-31
686,38,27,398,166,2024-12-07
687,8,10,88,145,2024-11-05
688,15,28,295,124,2023-04-14
689,31,47,71,118,2024-11-28
690,20,38,420,176,2024-09-22
691,26,31,426,122,2023-11-03
692,19,31,19,154,2024-09-24
693,31,47,31,97,2023-10-07
694,37,17,197,179,2023-12-26
695,26,32,106,113,2023-10-31
696,35,2,35,189,2023-10-04
697,18,12,418,81,2024-05-21
698,18,3,498,35,2023-01-09
699,28,8,468,163,2023-03-04
700,26,41,226,93,2024-07-09
701,3,2,123,89,2024-05-03
702,10,2,130,118,2023-05-14
703,28,26,348,185,2024-05-27
704,27,46,147,55,2024-09-10
705,35,11,155,35,2023-03-29
706,33,2,273,82,2024-05-30
707,32,30,432,193,2023-03-30
708,33,11,73,137,2024-07-12
709,13,24,13,107,2024-04-15
710,11,5,211,117,2023-02-08
711,22,13,342,122,2024-12-19
712,38,24,318,198,2023-12-10
713,29,31,429,47,2024-07-05
714,1,25,201,44,2023-11-05
715,35,25,195,92,2023-10-25
716,30,45,310,184,2024-05-14
717,32,49,32,38,2023-05-24
718,36,13,476,53,2024-02-25
719,1,42,1,26,2023-07-08
720,38,24,78,22,2023-08-14
721,40,21,480,164,2024-01-13
722,37,38,397,36,2024-09-13
723,22,15,302,169,2023-12-20
724,24,36,64,131,2023-11-23
725,3,8,283,198,2023-06-17
726,9,32,169,170,2023-01-31
727,4,9,364,192,2023-09-15
728,28,31,28,200,2024-11-02
729,1,49,321,113,2023-11-26
730,24,45,384,77,2023-06-27
731,17,9,97,139,2024-02-16
732,35,24,395,108,2023-08-06
733,14,21,374,182,2024-03-23
734,24,50,144,104,2023-12-10
735,9,17,129,155,2023-01-01
736,21,40,421,193,2023-08-02
737,8,46,408,66,2023-03-23
738,1,48,281,115,2024-12-25
739,1,40,81,53,2023-04-18
740,2,13,82,114,2024-03-12
741,21,50,261,53,2023-04-02
742,30,7,430,38,2024-03-04
743,7,29,287,173,2023-04-30
744,10,11,490,161,2023-01-08
745,1,21,241,79,2023-06-25
746,33,8,273,114,2024-01-04
747,5,9,205,96,2023-11-12
748,30,8,150,82,2023-03-07
749,14,10,94,49,2023-08-18
750,25,24,345,171,2024-07-13
751,8,21,488,149,2023-08-15
752,16,3,256,121,2023-08-01
753,24,38,184,104,2023-06-04
754,8,4,408,189,2024-12-12
755,13,39,493,176,2024-02-05
756,7,23,247,165,2023-11-03
757,18,36,418,139,2023-10-27
758,23,14,303,40,2024-11-14
759,34,16,234,182,2023-09-01
760,1,44,361,131,2023-01-01
761,22,13,262,126,2024-12-04
762,3,28,323,44,2024-06-18
763,1,30,1,125,2024-01-11
764,2,10,162,169,2023-01-02
765,25,44,345,109,2024-12-19
766,21,39,381,50,2023-09-09
767,35,27,155,112,2023-04-21
768,14,10,134,138,2023-01-03
769,9,22,9,64,2023-01-22
770,40,18,160,133,2023-01-11
771,10,47,250,185,2023-07-20
772,30,45,350,113,2023-10-05
773,23,36,223,105,2023-06-09
774,29,48,189,165,2023-05-18
775,21,19,421,153,2023-08-27
776,40,33,320,185,2023-06-22
777,11,5,491,54,2023-11-23
778,3,33,163,88,2023-06-16
779,34,24,34,188,2024-09-01
780,23,16,223,145,2023-04-11
781,16,34,416,25,2023-07-29
782,19,46,59,170,2023-12-13
783,4,16,84,163,2023-07-29
784,6,39,6,29,2024-06-14
785,24,31,224,63,2023-08-27
786,18,45,178,60,2024-10-10
787,36,9,476,95,2024-01-25
788,31,11,351,61,2024-03-11
789,3,32,283,23,2024-09-29
790,39,2,279,112,2023-06-30
791,20,14,100,153,2023-09-08
792,1,7,81,160,2023-03-29
793,22,21,62,77,2023-05-28
794,19,37,219,121,2024-03-01
795,5,23,325,178,2023-01-16
796,27,26,347,108,2023-03-08
797,14,23,454,107,2023-01-23
798,33,2,273,43,2023-07-24
799,20,18,60,88,2024-08-20
800,33,10,473,130,2024-05-09
801,15,18,255,109,2024-06-07
802,33,28,353,139,2024-01-13
803,10,16,90,24,2024-09-03
804,10,16,10,95,2024-07-30
805,12,20,132,199,2023-06-19
806,12,1,252,158,2024-12-30
807,29,16,389,169,2024-05-31
808,6,43,246,112,2024-12-18
809,6,43,446,157,2023-09-18
810,20,27,140,182,2024-07-28
811,20,4,20,178,2023-07-12
812,24,10,384,41,2023-06-09
813,11,14,91,47,2023-02-14
814,29,44,149,24,2023-09-21
815,24,41,144,43,2023-10-27
816,14,12,334,121,2023-12-31
817,30,11,230,193,2024-12-10
818,9,24,489,142,2023-01-05
819,8,6,288,197,2024-02-11
820,9,8,409,52,2023-12-17
