order_item_id,order_id,product_id,quantity,price
251,88,272,1,3.85
252,89,85,1,5.64
253,89,317,1,4.12
254,90,38,2,5.07
255,90,56,1,4.95
256,90,114,1,5.33
257,90,52,2,4.32
258,91,243,1,3.49
259,91,139,2,6.10
260,91,394,2,7.36
261,91,452,1,17.99
262,92,301,1,3.85
263,92,190,1,3.00
264,92,400,2,6.89
265,92,462,1,17.08
266,93,346,2,6.66
267,93,30,1,3.77
268,94,183,2,4.27
269,94,363,1,3.98
270,94,65,2,2.70
271,94,48,2,3.68
272,95,197,2,5.56
273,95,270,1,4.60
274,95,141,1,4.04
275,95,439,2,2.55
276,96,275,1,5.06
277,96,442,1,4.12
278,97,432,2,2.88
279,97,463,1,22.61
280,97,465,2,11.35
281,97,338,1,7.55
282,98,409,1,4.27
283,98,6,2,2.54
284,98,293,2,3.51
285,99,329,1,8.02
286,99,389,2,4.71
287,100,29,1,5.50
288,100,251,1,5.50
289,101,363,2,3.98
290,101,66,2,6.28
291,101,168,1,5.18
292,101,159,2,5.17
293,102,476,1,13.84
294,102,335,1,6.39
295,103,468,2,23.20
296,103,492,1,29.54
297,103,103,1,2.79
298,103,280,2,5.80
299,104,108,2,3.96
300,104,190,1,3.00
301,104,160,2,5.01
302,105,266,2,3.89
303,105,368,2,2.03
304,106,341,1,4.22
305,106,486,2,27.66
306,107,48,2,3.68
307,107,315,1,3.65
308,107,377,2,7.77
309,107,5,1,2.79
310,108,378,2,7.23
311,108,226,2,4.10
312,108,333,1,5.35
313,108,297,2,5.86
314,109,392,2,2.18
315,109,354,2,3.04
316,110,331,1,7.43
317,110,395,1,3.23
318,110,231,2,4.64
319,110,287,1,3.56
320,111,298,2,3.58
321,111,465,1,11.35
322,111,434,1,5.56
323,111,153,2,4.87
324,112,18,1,5.37
325,112,228,2,3.88
326,112,415,1,2.85
327,112,484,2,5.44
328,113,15,2,5.45
329,113,493,2,20.25
330,114,391,1,8.34
331,114,363,1,3.98
332,115,131,1,6.27
333,115,470,1,22.27
334,116,189,2,6.09
335,116,45,1,2.57
336,117,17,1,5.89
337,117,58,1,5.93
338,117,446,1,4.54
339,118,131,2,6.27
340,118,451,1,10.82
341,119,197,1,5.56
342,119,248,2,5.75
343,119,351,2,3.13
344,119,130,1,5.75
345,120,237,1,5.27
346,120,168,1,5.18
347,121,413,2,4.11
348,121,133,1,5.85
349,122,170,1,3.08
350,122,452,2,17.99
351,123,262,2,3.43
352,123,371,2,6.86
353,124,48,2,3.68
354,124,411,1,7.85
355,124,399,1,7.96
356,125,73,1,3.82
357,125,453,2,16.60
358,125,67,2,2.91
359,126,174,1,6.19
360,126,32,2,6.01
361,126,79,2,3.09
362,127,258,1,4.85
363,127,331,2,7.43
364,128,382,1,6.83
365,128,430,2,4.53
366,128,420,1,2.65
367,129,118,2,5.06
368,129,1,2,3.59
369,129,50,1,5.84
370,129,382,1,6.83
371,130,140,2,4.76
372,130,331,2,7.43
373,130,215,1,4.08
374,130,264,1,3.36
375,131,212,1,5.04
376,131,205,2,4.58
377,131,314,2,3.26
378,132,170,2,3.08
379,132,71,1,3.61
380,132,205,1,4.58
381,133,205,1,4.58
382,133,302,2,3.66
383,133,23,1,3.19
384,133,375,1,6.12
385,134,448,2,3.22
386,134,293,2,3.51
387,135,104,2,4.86
388,135,5,1,2.79
389,136,343,2,7.05
390,136,367,2,4.48
391,137,103,2,2.79
392,137,38,1,5.07
393,138,197,2,5.56
394,138,83,2,2.88
395,139,452,2,17.99
396,139,480,1,29.87
397,139,460,1,13.14
398,140,214,1,4.15
399,140,268,1,3.45
400,140,147,1,4.72
401,140,106,2,5.27
402,141,43,2,3.91
403,141,495,2,18.34
404,141,26,2,6.35
405,142,80,2,2.59
406,142,21,1,5.30
407,142,10,1,5.47
408,143,158,2,5.14
409,143,464,2,24.28
410,143,194,1,6.21
411,143,352,1,5.77
412,144,125,2,3.40
413,144,127,2,4.99
414,144,63,2,3.23
415,144,11,2,2.64
416,145,85,1,5.64
417,145,415,1,2.85
418,145,220,1,5.85
419,146,1,2,3.59
420,146,178,1,4.65
421,147,400,2,6.89
422,147,241,2,4.27
423,148,187,2,5.98
424,148,376,1,7.42
425,149,429,2,2.30
426,149,71,2,3.61
427,149,153,1,4.87
428,149,178,2,4.65
429,150,176,1,2.58
430,150,97,1,5.83
431,151,1,1,3.59
432,151,7,2,3.64
433,151,375,2,6.12
434,152,106,1,5.27
435,152,100,1,4.01
436,152,364,1,5.68
437,153,86,1,6.08
438,153,188,1,5.74
439,153,148,2,4.05
440,153,150,2,4.13
441,154,222,1,5.48
442,154,384,2,8.11
443,154,47,2,4.99
444,154,226,1,4.10
445,155,420,2,2.65
446,155,348,1,3.47
447,155,271,2,4.91
448,155,218,2,2.59
449,156,391,1,8.34
450,156,372,1,6.14
451,156,433,1,6.92
452,157,382,1,6.83
453,157,491,1,10.52
454,158,104,2,4.86
455,158,174,2,6.19
456,158,247,2,5.96
457,158,374,1,3.58
458,159,286,2,3.17
459,159,97,2,5.83
460,159,58,1,5.93
461,159,264,1,3.36
462,160,9,1,3.74
463,160,345,1,5.17
464,160,400,1,6.89
465,161,322,1,3.67
466,161,44,2,5.01
467,162,203,1,4.17
468,162,27,1,2.88
469,162,460,2,13.14
470,162,467,2,18.78
471,163,318,2,4.96
472,163,195,1,5.14
473,163,69,2,4.80
474,164,296,2,4.05
475,164,248,2,5.75
476,165,34,1,5.14
477,165,173,2,4.81
478,166,214,1,4.15
479,166,392,1,2.18
480,166,73,2,3.82
481,166,301,1,3.85
482,167,156,2,4.82
483,167,191,2,4.64
484,168,129,2,5.11
485,168,382,1,6.83
486,168,130,2,5.75
487,169,350,2,5.51
488,169,494,2,6.27
489,170,63,1,3.23
490,170,345,2,5.17
491,170,13,1,3.04
492,170,310,1,5.02
493,171,422,1,5.53
494,171,373,2,7.77
495,171,40,2,2.74
496,172,418,2,6.60
497,172,24,2,3.51
498,172,101,1,5.34
499,173,127,2,4.99
500,173,173,2,4.81
501,173,159,1,5.17
502,173,84,1,4.94
503,174,294,1,4.40
504,174,376,2,7.42
505,174,475,2,19.07
506,174,33,1,5.48
507,175,159,2,5.17
508,175,12,2,5.00
509,175,109,2,6.04
510,176,234,2,5.43
511,176,91,2,2.83
512,177,319,1,4.34
513,177,491,1,10.52
514,177,155,2,4.14
515,177,311,2,4.84
516,178,220,2,5.85
517,178,179,2,5.87
518,179,218,2,2.59
519,179,235,2,4.91
520,179,243,1,3.49
521,179,210,1,6.47
522,180,113,1,4.58
523,180,291,1,5.50
524,180,166,1,3.61
525,181,306,1,3.42
526,181,154,1,5.60
527,181,49,2,4.16
528,181,103,2,2.79
529,182,160,1,5.01
530,182,80,2,2.59
531,182,467,1,18.78
532,182,45,2,2.57
533,183,369,2,4.89
534,183,366,1,8.23
535,183,66,1,6.28
536,183,106,2,5.27
537,184,336,2,5.27
538,184,423,1,6.27
539,184,223,2,4.50
540,184,315,1,3.65
541,185,162,1,6.44
542,185,315,2,3.65
543,185,434,2,5.56
544,186,177,2,2.99
545,186,217,2,4.99
546,186,47,2,4.99
547,186,368,1,2.03
548,187,4,1,3.85
549,187,435,2,6.52
550,188,32,2,6.01
551,188,167,2,5.96
552,189,180,2,2.70
553,189,250,2,3.30
554,189,170,2,3.08
555,189,140,1,4.76
556,190,20,1,4.13
557,190,344,1,7.90
558,191,490,2,23.99
559,191,438,1,7.01
560,191,95,2,5.90
561,191,159,2,5.17
562,192,213,1,5.28
563,192,444,1,5.63
564,192,125,2,3.40
565,192,313,2,3.82
566,193,67,1,2.91
567,193,65,1,2.70
568,194,479,2,14.43
569,194,209,1,2.98
570,194,366,1,8.23
571,194,218,1,2.59
572,195,276,2,3.00
573,195,486,2,27.66
574,195,425,2,6.43
575,195,6,1,2.54
576,196,298,2,3.58
577,196,47,2,4.99
578,197,58,1,5.93
579,197,370,2,5.54
580,198,300,2,3.57
581,198,83,2,2.88
582,199,294,1,4.40
583,199,496,1,8.14
584,200,283,1,4.84
585,200,457,2,24.99
586,201,243,2,3.49
587,201,399,1,7.96
588,202,282,1,4.50
589,202,332,1,5.23
590,202,43,2,3.91
591,202,475,2,19.07
592,203,421,1,7.44
593,203,196,1,4.33
594,204,65,2,2.70
595,204,20,2,4.13
596,205,229,1,5.85
597,205,476,2,13.84
598,205,319,2,4.34
599,205,457,2,24.99
600,206,215,1,4.08
601,206,65,2,2.70
602,206,237,2,5.27
603,206,249,1,3.85
604,207,345,2,5.17
605,207,245,1,5.05
606,208,36,2,5.43
607,208,463,1,22.61
608,208,388,1,8.16
609,208,189,1,6.09
610,209,393,1,8.16
611,209,133,2,5.85
612,209,6,1,2.54
613,210,54,1,4.04
614,210,442,2,4.12
615,210,296,2,4.05
616,211,212,2,5.04
617,211,310,2,5.02
618,211,59,1,5.13
619,212,30,1,3.77
620,212,312,1,4.06
621,212,476,2,13.84
622,213,372,2,6.14
623,213,452,2,17.99
624,214,292,2,4.96
625,214,388,2,8.16
626,214,67,1,2.91
627,214,5,2,2.79
628,215,37,1,5.74
629,215,406,1,3.39
630,215,279,1,4.23
631,215,447,2,3.09
632,216,476,2,13.84
633,216,52,1,4.32
634,217,279,1,4.23
635,217,61,2,3.65
636,217,127,2,4.99
637,217,430,2,4.53
638,218,103,2,2.79
639,218,487,1,13.52
640,218,35,2,5.97
641,219,209,2,2.98
642,219,283,2,4.84
643,219,161,1,5.69
644,219,206,2,5.97
645,220,122,1,2.73
646,220,406,1,3.39
647,221,279,2,4.23
648,221,65,2,2.70
649,221,60,1,4.58
650,221,40,1,2.74
651,222,91,1,2.83
652,222,105,1,5.84
653,222,443,2,7.50
654,223,336,1,5.27
655,223,1,1,3.59
656,223,470,1,22.27
657,223,241,1,4.27
658,224,336,1,5.27
659,224,38,1,5.07
660,225,247,1,5.96
661,225,148,2,4.05
662,226,353,2,7.58
663,226,305,2,5.63
664,226,406,2,3.39
665,227,413,1,4.11
666,227,12,2,5.00
667,227,303,1,4.96
668,227,356,2,6.13
669,228,106,2,5.27
670,228,426,1,4.19
671,228,480,2,29.87
672,229,56,2,4.95
673,229,225,2,3.89
674,229,497,2,13.11
675,229,76,2,4.57
676,230,71,2,3.61
677,230,198,2,5.89
678,230,80,2,2.59
679,231,500,1,25.74
680,231,141,1,4.04
681,231,444,2,5.63
682,231,280,2,5.80
683,232,48,2,3.68
684,232,327,2,4.03
685,233,495,2,18.34
686,233,155,1,4.14
687,233,63,2,3.23
688,234,100,2,4.01
689,234,107,2,3.44
690,234,339,2,6.89
691,235,241,2,4.27
692,235,273,2,3.06
693,235,396,2,6.09
694,236,416,2,3.85
695,236,188,1,5.74
696,237,107,2,3.44
697,237,138,2,4.35
698,237,409,1,4.27
699,237,264,2,3.36
700,238,267,2,3.22
701,238,296,2,4.05
702,238,336,2,5.27
703,239,440,1,3.14
704,239,302,2,3.66
705,240,101,2,5.34
706,240,201,1,6.11
707,241,204,2,3.28
708,241,206,1,5.97
709,241,396,2,6.09
710,242,213,1,5.28
711,242,51,2,3.07
712,242,90,1,4.91
713,242,372,2,6.14
714,243,100,2,4.01
715,243,84,1,4.94
716,243,406,2,3.39
717,243,380,2,4.73
718,244,20,2,4.13
719,244,8,2,2.97
720,244,43,1,3.91
721,244,390,2,4.61
722,245,360,1,5.09
723,245,204,1,3.28
724,246,278,2,4.35
725,246,173,1,4.81
726,246,12,2,5.00
727,247,449,1,3.78
728,247,130,2,5.75
729,247,200,1,2.93
730,248,425,1,6.43
731,248,419,2,5.19
732,248,246,2,4.13
733,248,69,1,4.80
734,249,193,1,2.89
735,249,292,1,4.96
736,249,249,2,3.85
737,249,181,1,4.15
738,250,363,1,3.98
739,250,304,1,5.25
740,250,105,2,5.84
741,250,92,2,5.28
742,251,400,2,6.89
743,251,15,1,5.45
744,252,193,1,2.89
745,252,330,1,7.95
746,252,358,1,6.96
747,252,216,1,5.98
748,253,267,2,3.22
749,253,311,2,4.84
750,253,293,2,3.51
751,253,409,1,4.27
752,254,289,1,4.38
753,254,302,1,3.66
754,255,193,2,2.89
755,255,92,2,5.28
756,255,298,1,3.58
757,256,344,2,7.90
758,256,68,2,5.00
759,256,154,1,5.60
760,256,330,2,7.95
761,257,260,1,5.11
762,257,171,1,4.76
763,258,166,1,3.61
764,258,96,1,4.06
765,258,184,2,5.01
766,259,224,1,5.34
767,259,402,1,3.84
768,260,422,2,5.53
769,260,347,2,5.67
770,260,159,2,5.17
771,261,462,2,17.08
772,261,124,1,3.42
773,261,102,1,6.03
774,262,226,2,4.10
775,262,145,1,5.28
776,262,456,1,17.79
777,263,188,2,5.74
778,263,486,1,27.66
779,263,270,1,4.60
780,263,468,1,23.20
781,264,304,2,5.25
782,264,443,2,7.50
783,265,105,2,5.84
784,265,94,2,4.29
785,265,471,2,20.68
786,266,119,2,6.16
787,266,54,1,4.04
788,266,344,2,7.90
789,267,342,1,5.32
790,267,101,2,5.34
791,267,145,1,5.28
792,267,218,1,2.59
793,268,153,2,4.87
794,268,485,2,20.57
795,268,273,2,3.06
796,268,479,1,14.43
797,269,338,1,7.55
798,269,283,1,4.84
799,270,40,1,2.74
800,270,273,2,3.06
801,270,289,1,4.38
802,270,120,2,5.11
803,271,334,2,2.11
804,271,249,2,3.85
805,271,245,1,5.05
806,272,147,2,4.72
807,272,430,1,4.53
808,273,146,2,2.83
809,273,231,1,4.64
810,273,137,2,6.48
811,273,61,2,3.65
812,274,324,2,3.58
813,274,32,2,6.01
814,274,181,2,4.15
815,274,339,1,6.89
816,275,428,1,2.44
817,275,124,2,3.42
818,275,234,2,5.43
819,275,422,2,5.53
820,276,296,1,4.05
821,276,326,1,7.16
822,276,328,2,6.45
823,276,358,1,6.96
824,277,262,1,3.43
825,277,377,2,7.77
826,277,53,2,2.85
827,278,126,2,2.70
828,278,323,1,4.29
829,278,430,2,4.53
830,278,80,1,2.59
831,279,104,2,4.86
832,279,314,1,3.26
833,280,378,2,7.23
834,280,111,1,6.32
835,281,138,1,4.35
836,281,355,1,3.08
837,281,84,1,4.94
838,281,214,2,4.15
839,282,385,1,7.73
840,282,97,2,5.83
841,282,8,1,2.97
842,282,400,1,6.89
843,283,362,1,8.33
844,283,76,1,4.57
845,283,135,2,2.71
846,283,443,1,7.50
847,284,207,1,6.23
848,284,134,1,4.02
849,284,157,1,2.90
850,285,129,2,5.11
851,285,27,2,2.88
852,285,434,1,5.56
853,286,206,2,5.97
854,286,270,2,4.60
855,286,117,1,5.97
856,286,300,2,3.57
857,287,327,1,4.03
858,287,281,1,5.80
859,288,437,1,6.17
860,288,62,1,3.70
861,288,148,1,4.05
862,289,7,1,3.64
863,289,460,2,13.14
864,290,110,2,3.36
865,290,27,2,2.88
866,290,202,1,4.53
867,290,142,1,5.83
868,291,262,2,3.43
869,291,131,2,6.27
870,291,315,1,3.65
871,291,362,1,8.33
872,292,288,1,5.47
873,292,467,1,18.78
874,292,368,1,2.03
875,292,62,1,3.70
876,293,185,2,4.51
877,293,123,1,6.13
878,293,350,2,5.51
879,294,324,2,3.58
880,294,213,1,5.28
881,294,128,1,3.98
882,295,178,1,4.65
883,295,68,1,5.00
884,295,3,1,2.83
885,296,302,2,3.66
886,296,103,2,2.79
887,297,74,2,6.39
888,297,255,2,5.82
889,298,458,2,16.86
890,298,65,2,2.70
891,299,263,1,3.28
892,299,2,1,4.45
893,299,485,1,20.57
894,299,271,2,4.91
895,300,451,2,10.82
896,300,24,2,3.51
897,300,40,2,2.74
898,300,485,2,20.57
899,301,492,1,29.54
900,301,16,2,3.34
901,301,320,2,3.71
902,301,480,1,29.87
903,302,224,1,5.34
904,302,83,1,2.88
905,303,244,1,3.32
906,303,474,1,13.51
907,304,293,2,3.51
908,304,263,1,3.28
909,305,268,1,3.45
910,305,356,2,6.13
911,305,249,1,3.85
912,305,303,1,4.96
913,306,335,2,6.39
914,306,151,2,5.47
915,307,288,1,5.47
916,307,393,1,8.16
917,307,403,1,5.25
918,308,304,1,5.25
919,308,251,1,5.50
920,309,375,2,6.12
921,309,183,1,4.27
922,309,477,2,18.66
923,310,162,2,6.44
924,310,234,1,5.43
925,311,294,1,4.40
926,311,17,2,5.89
927,311,404,1,5.05
928,311,496,1,8.14
929,312,68,1,5.00
930,312,316,2,5.57
931,312,267,2,3.22
932,312,339,1,6.89
933,313,401,2,7.47
934,313,317,1,4.12
935,313,363,1,3.98
936,313,495,1,18.34
937,314,33,2,5.48
938,314,124,2,3.42
939,314,463,2,22.61
940,314,126,2,2.70
941,315,219,2,2.65
942,315,462,2,17.08
943,316,185,2,4.51
944,316,404,2,5.05
945,316,456,2,17.79
946,316,295,2,5.56
947,317,257,2,4.33
948,317,213,1,5.28
949,318,435,1,6.52
950,318,181,1,4.15
951,318,59,1,5.13
952,319,79,1,3.09
953,319,42,2,6.15
954,319,104,2,4.86
955,320,189,2,6.09
956,320,418,2,6.60
957,320,127,1,4.99
958,321,46,1,4.50
959,321,407,2,6.68
960,321,287,1,3.56
961,321,52,2,4.32
962,322,223,1,4.50
963,322,139,1,6.10
964,322,465,2,11.35
965,322,124,2,3.42
966,323,22,2,6.19
967,323,123,1,6.13
968,323,334,1,2.11
969,323,146,2,2.83
970,324,131,1,6.27
971,324,305,2,5.63
972,324,353,2,7.58
973,324,448,1,3.22
974,325,475,2,19.07
975,325,453,2,16.60
976,326,110,1,3.36
977,326,335,2,6.39
978,326,252,1,5.55
979,326,117,2,5.97
980,327,256,1,4.34
981,327,492,1,29.54
982,327,470,2,22.27
983,328,247,1,5.96
984,328,131,1,6.27
985,328,322,2,3.67
986,329,51,1,3.07
987,329,343,1,7.05
988,330,162,1,6.44
989,330,176,1,2.58
990,330,268,1,3.45
991,331,370,1,5.54
992,331,14,1,5.68
993,332,466,2,23.16
994,332,74,2,6.39
995,333,174,2,6.19
996,333,476,1,13.84
997,333,88,2,3.03
998,333,21,1,5.30
999,334,66,1,6.28
1000,334,89,2,4.07
1001,334,471,2,20.68
1002,334,396,2,6.09
1003,335,123,1,6.13
1004,335,80,2,2.59
1005,335,53,1,2.85
1006,335,326,2,7.16
1007,336,109,2,6.04
1008,336,30,1,3.77
1009,336,61,2,3.65
1010,337,63,2,3.23
1011,337,455,2,17.25
1012,337,298,1,3.58
1013,338,224,2,5.34
1014,338,122,1,2.73
1015,338,264,2,3.36
1016,339,132,2,5.71
1017,339,495,2,18.34
1018,339,43,2,3.91
1019,340,419,2,5.19
1020,340,6,1,2.54
1021,341,139,1,6.10
1022,341,5,1,2.79
1023,341,60,1,4.58
1024,342,116,1,4.86
1025,342,212,2,5.04
1026,343,13,1,3.04
1027,343,60,2,4.58
1028,343,224,2,5.34
1029,344,210,1,6.47
1030,344,393,2,8.16
1031,344,213,1,5.28
1032,345,116,2,4.86
1033,345,141,1,4.04
1034,345,40,2,2.74
1035,346,449,2,3.78
1036,346,237,2,5.27
1037,346,377,1,7.77
1038,347,198,2,5.89
1039,347,241,2,4.27
1040,348,246,2,4.13
1041,348,311,1,4.84
1042,348,137,1,6.48
1043,349,243,1,3.49
1044,349,255,1,5.82
1045,350,362,1,8.33
1046,350,43,1,3.91
1047,350,312,2,4.06
1048,350,334,1,2.11
1049,351,206,2,5.97
1050,351,43,1,3.91
1051,352,318,1,4.96
1052,352,398,2,6.85
1053,352,349,2,7.67
1054,353,366,2,8.23
1055,353,315,2,3.65
1056,353,468,2,23.20
1057,353,242,1,3.52
1058,354,96,2,4.06
1059,354,92,2,5.28
1060,355,67,1,2.91
1061,355,154,2,5.60
1062,356,348,2,3.47
1063,356,341,2,4.22
1064,357,431,1,2.87
1065,357,328,1,6.45
1066,358,483,2,26.37
1067,358,99,2,4.11
1068,359,268,2,3.45
1069,359,357,1,2.89
1070,359,484,2,5.44
1071,360,189,1,6.09
1072,360,24,1,3.51
1073,360,403,1,5.25
1074,360,56,2,4.95
1075,361,481,2,27.27
1076,361,143,2,2.75
1077,361,278,1,4.35
1078,362,120,2,5.11
1079,362,378,2,7.23
1080,362,307,1,5.99
1081,362,157,2,2.90
1082,363,192,1,3.44
1083,363,79,1,3.09
1084,364,410,2,8.08
1085,364,229,1,5.85
1086,364,421,2,7.44
1087,364,140,2,4.76
1088,365,55,1,6.03
1089,365,82,2,5.88
1090,365,74,2,6.39
1091,365,398,2,6.85
1092,366,368,1,2.03
1093,366,209,1,2.98
1094,367,70,1,3.95
1095,367,281,1,5.80
1096,367,16,2,3.34
1097,368,455,2,17.25
1098,368,44,2,5.01
1099,368,379,1,6.29
1100,368,310,1,5.02
1101,369,273,2,3.06
1102,369,370,2,5.54
1103,369,225,2,3.89
1104,369,2,2,4.45
1105,370,300,1,3.57
1106,370,432,1,2.88
1107,371,397,1,4.47
1108,371,46,2,4.50
1109,371,173,2,4.81
1110,372,66,1,6.28
1111,372,400,1,6.89
1112,372,126,2,2.70
1113,373,197,2,5.56
1114,373,5,1,2.79
1115,373,329,1,8.02
1116,373,288,1,5.47
1117,374,480,1,29.87
1118,374,228,1,3.88
1119,374,404,2,5.05
1120,375,428,1,2.44
1121,375,28,1,2.86
1122,375,33,2,5.48
1123,375,441,1,4.98
1124,376,143,1,2.75
1125,376,407,1,6.68
1126,377,458,2,16.86
1127,377,28,2,2.86
1128,377,80,1,2.59
1129,377,38,2,5.07
1130,378,372,1,6.14
1131,378,216,2,5.98
1132,378,498,2,21.73
1133,378,407,1,6.68
1134,379,474,2,13.51
1135,379,404,2,5.05
1136,379,289,1,4.38
1137,379,138,1,4.35
1138,380,368,1,2.03
1139,380,182,1,3.86
1140,380,415,2,2.85
1141,381,380,2,4.73
1142,381,88,1,3.03
1143,382,299,2,4.19
1144,382,429,1,2.30
1145,382,66,2,6.28
1146,383,438,2,7.01
1147,383,335,2,6.39
1148,383,220,1,5.85
1149,383,106,2,5.27
1150,384,309,1,3.81
