payment_id,order_id,payment_date,payment_method,amount,status
143,143,2024-11-11,Mobile Pay,70.82,Paid
144,144,2024-06-16,Card,28.52,Paid
145,145,2024-06-07,Card,14.34,Paid
146,146,2024-12-11,Card,11.83,Paid
147,147,2024-02-15,Mobile Pay,22.32,Paid
148,148,2024-03-13,Mobile Pay,19.38,Paid
149,149,2024-02-15,Card,25.99,Paid
150,150,2024-11-08,Cash,8.41,Paid
151,151,2024-04-26,Mobile Pay,23.11,Paid
152,152,2024-09-23,Cash,14.96,Paid
153,153,2024-02-04,Mobile Pay,28.18,Paid
154,154,2024-06-26,Mobile Pay,35.78,Paid
155,155,2025-01-01,Mobile Pay,23.77,Refunded
156,156,2024-04-23,Cash,21.40,Refunded
157,157,2024-02-21,Card,17.35,Paid
158,158,2024-07-22,Cash,37.60,Paid
159,159,2024-11-28,Cash,27.29,Paid
160,160,2024-04-27,Card,15.80,Paid
161,161,2024-07-18,Card,13.69,Refunded
162,162,2024-11-29,Cash,70.89,Paid
163,163,2024-05-07,Card,24.66,Paid
164,164,2024-04-10,Card,19.60,Paid
165,165,2024-11-04,Mobile Pay,14.76,Paid
166,166,2024-07-28,Card,17.82,Paid
167,167,2024-08-15,Mobile Pay,18.92,Paid
168,168,2024-03-09,Mobile Pay,28.55,Refunded
169,169,2024-08-11,Mobile Pay,23.56,Paid
170,170,2024-05-10,Cash,21.63,Paid
171,171,2024-07-24,Mobile Pay,26.55,Paid
172,172,2024-06-06,Card,25.56,Refunded
173,173,2024-02-27,Mobile Pay,29.71,Paid
174,174,2024-05-25,Mobile Pay,62.86,Refunded
175,175,2024-09-21,Mobile Pay,32.42,Refunded
176,176,2024-03-16,Mobile Pay,16.52,Paid
177,177,2024-01-25,Cash,32.82,Paid
178,178,2024-04-06,Cash,23.44,Paid
179,179,2024-05-27,Mobile Pay,24.96,Paid
180,180,2024-05-24,Card,13.69,Refunded
181,181,2024-04-26,Cash,22.92,Paid
182,182,2024-01-24,Mobile Pay,34.11,Paid
183,183,2024-07-04,Card,34.83,Paid
184,184,2024-06-23,Mobile Pay,29.46,Paid
185,185,2024-09-20,Cash,24.86,Paid
186,186,2024-01-11,Mobile Pay,27.97,Paid
187,187,2024-09-10,Card,16.89,Paid
188,188,2024-07-01,Cash,23.94,Paid
189,189,2024-06-14,Card,22.92,Paid
190,190,2024-03-01,Mobile Pay,12.03,Paid
191,191,2024-06-15,Card,77.13,Paid
192,192,2024-04-24,Mobile Pay,25.35,Paid
193,193,2024-03-30,Mobile Pay,5.61,Paid
194,194,2024-09-09,Card,42.66,Paid
195,195,2024-11-18,Mobile Pay,76.72,Paid
196,196,2024-12-11,Cash,17.14,Paid
197,197,2024-09-11,Card,17.01,Paid
198,198,2024-09-19,Mobile Pay,12.90,Paid
199,199,2024-01-28,Card,12.54,Paid
200,200,2024-01-09,Cash,54.82,Paid
201,201,2024-02-02,Card,14.94,Refunded
202,202,2024-12-27,Mobile Pay,55.69,Paid
203,203,2024-01-20,Cash,11.77,Paid
204,204,2024-08-23,Card,13.66,Paid
205,205,2024-11-18,Mobile Pay,92.19,Refunded
206,206,2024-10-31,Cash,23.87,Paid
207,207,2024-08-30,Card,15.39,Paid
208,208,2024-10-23,Card,47.72,Paid
209,209,2024-02-20,Mobile Pay,22.40,Paid
210,210,2024-12-26,Mobile Pay,20.38,Paid
211,211,2024-05-26,Cash,25.25,Paid
212,212,2024-06-26,Card,35.51,Paid
213,213,2024-06-18,Mobile Pay,48.26,Paid
214,214,2024-02-13,Cash,34.73,Paid
215,215,2024-10-22,Cash,19.54,Refunded
216,216,2024-06-12,Mobile Pay,32.00,Paid
217,217,2024-11-10,Mobile Pay,30.57,Refunded
218,218,2024-11-14,Cash,31.04,Paid
219,219,2024-10-24,Mobile Pay,33.27,Paid
220,220,2024-12-02,Cash,6.12,Paid
221,221,2024-05-01,Card,21.18,Paid
222,222,2024-09-13,Mobile Pay,23.67,Paid
223,223,2024-11-28,Card,35.40,Paid
224,224,2024-08-08,Mobile Pay,10.34,Refunded
225,225,2024-01-31,Mobile Pay,14.06,Paid
226,226,2024-10-27,Cash,33.20,Refunded
227,227,2024-06-28,Mobile Pay,31.33,Paid
228,228,2024-01-07,Card,74.47,Paid
229,229,2024-02-18,Card,53.04,Paid
230,230,2024-02-11,Card,24.18,Paid
231,231,2024-12-16,Mobile Pay,52.64,Refunded
232,232,2024-05-08,Cash,15.42,Paid
233,233,2024-01-12,Card,47.28,Paid
234,234,2024-10-12,Mobile Pay,28.68,Refunded
235,235,2024-03-30,Mobile Pay,26.84,Paid
236,236,2024-05-17,Card,13.44,Refunded
237,237,2024-11-28,Mobile Pay,26.57,Paid
238,238,2024-06-12,Cash,25.08,Paid
239,239,2024-10-09,Mobile Pay,10.46,Paid
240,240,2024-05-13,Card,16.79,Paid
241,241,2024-11-19,Cash,24.71,Paid
242,242,2024-07-04,Cash,28.61,Paid
243,243,2024-11-01,Cash,29.20,Paid
244,244,2024-06-24,Mobile Pay,27.33,Paid
245,245,2024-02-11,Mobile Pay,8.37,Paid
246,246,2024-10-12,Card,23.51,Paid
247,247,2024-07-29,Card,18.21,Paid
248,248,2024-05-18,Card,29.87,Paid
249,249,2024-05-14,Cash,19.70,Paid
250,250,2024-08-12,Mobile Pay,31.47,Paid
251,251,2024-10-06,Cash,19.23,Paid
252,252,2024-12-04,Card,23.78,Paid
253,253,2024-07-22,Cash,27.41,Paid
254,254,2024-05-16,Card,8.04,Paid
255,255,2024-08-03,Card,19.92,Paid
256,256,2024-09-29,Mobile Pay,47.30,Refunded
257,257,2024-06-14,Cash,9.87,Paid
258,258,2024-02-09,Card,17.69,Paid
259,259,2024-01-24,Card,9.18,Refunded
260,260,2024-08-28,Mobile Pay,32.74,Paid
261,261,2024-12-28,Cash,43.61,Refunded
262,262,2024-02-05,Mobile Pay,31.27,Paid
263,263,2024-04-16,Card,66.94,Paid
264,264,2024-04-05,Card,25.50,Paid
265,265,2024-08-21,Card,61.62,Paid
266,266,2024-12-03,Mobile Pay,32.16,Paid
267,267,2024-04-26,Mobile Pay,23.87,Paid
268,268,2024-01-07,Card,71.43,Paid
269,269,2024-12-06,Card,12.39,Refunded
270,270,2024-09-14,Cash,23.46,Paid
271,271,2024-07-20,Card,16.97,Paid
272,272,2024-05-21,Mobile Pay,13.97,Paid
273,273,2024-05-01,Cash,30.56,Paid
274,274,2024-08-24,Cash,34.37,Paid
275,275,2024-04-11,Mobile Pay,31.20,Paid
276,276,2024-06-24,Mobile Pay,31.07,Paid
277,277,2024-01-25,Mobile Pay,24.67,Paid
278,278,2024-02-07,Mobile Pay,21.34,Paid
279,279,2024-03-23,Card,12.98,Paid
280,280,2024-01-01,Card,20.78,Paid
281,281,2024-12-02,Card,20.67,Refunded
282,282,2024-06-07,Mobile Pay,29.25,Refunded
283,283,2024-10-15,Mobile Pay,25.82,Refunded
284,284,2024-04-03,Mobile Pay,13.15,Paid
285,285,2024-01-05,Card,21.54,Paid
286,286,2024-08-16,Card,34.25,Refunded
287,287,2024-01-01,Cash,9.83,Paid
288,288,2024-05-21,Card,13.92,Paid
289,289,2024-06-28,Cash,29.92,Paid
290,290,2024-08-09,Card,22.84,Paid
291,291,2024-08-22,Mobile Pay,31.38,Paid
292,292,2024-09-15,Cash,29.98,Refunded
293,293,2024-06-10,Card,26.17,Paid
294,294,2024-11-22,Cash,16.42,Paid
295,295,2024-07-21,Card,12.48,Paid
296,296,2024-02-07,Mobile Pay,12.90,Paid
297,297,2024-06-21,Card,24.42,Paid
298,298,2024-07-13,Card,39.12,Refunded
299,299,2024-12-11,Card,38.12,Paid
300,300,2024-01-03,Mobile Pay,75.28,Paid
301,301,2024-08-17,Cash,73.51,Paid
302,302,2024-09-17,Card,8.22,Paid
303,303,2024-10-18,Mobile Pay,16.83,Paid
304,304,2024-02-09,Card,10.30,Paid
305,305,2024-01-30,Mobile Pay,24.52,Paid
306,306,2024-04-08,Card,23.72,Refunded
307,307,2024-08-24,Cash,18.88,Paid
308,308,2024-03-06,Mobile Pay,10.75,Paid
309,309,2024-07-19,Card,53.83,Paid
310,310,2024-08-04,Card,18.31,Paid
311,311,2024-06-21,Cash,29.37,Paid
312,312,2024-08-16,Cash,29.47,Paid
313,313,2024-02-19,Card,41.38,Paid
314,314,2024-01-08,Mobile Pay,68.42,Paid
315,315,2024-02-29,Card,39.46,Paid
316,316,2024-12-09,Cash,65.82,Refunded
317,317,2024-06-26,Card,13.94,Paid
318,318,2024-03-17,Card,15.80,Paid
319,319,2024-09-07,Cash,25.11,Paid
320,320,2024-08-08,Mobile Pay,30.37,Paid
321,321,2024-02-23,Mobile Pay,30.06,Paid
322,322,2024-11-10,Cash,40.14,Refunded
323,323,2024-10-05,Cash,26.28,Paid
324,324,2024-12-25,Cash,35.91,Refunded
325,325,2024-07-21,Mobile Pay,71.34,Paid
326,326,2024-04-16,Cash,33.63,Paid
327,327,2024-10-09,Cash,78.42,Paid
328,328,2024-08-01,Cash,19.57,Refunded
329,329,2024-03-25,Cash,10.12,Paid
330,330,2024-12-09,Cash,12.47,Paid
331,331,2024-01-02,Card,11.22,Paid
332,332,2024-02-21,Cash,59.10,Paid
333,333,2024-08-08,Cash,37.58,Paid
334,334,2024-07-06,Card,67.96,Paid
335,335,2024-12-01,Mobile Pay,28.48,Paid
336,336,2024-09-27,Card,23.15,Paid
337,337,2024-03-29,Mobile Pay,44.54,Paid
338,338,2024-05-28,Mobile Pay,20.13,Paid
339,339,2024-12-19,Cash,55.92,Paid
340,340,2024-03-09,Mobile Pay,12.92,Paid
341,341,2024-05-06,Card,13.47,Refunded
342,342,2024-02-03,Cash,14.94,Paid
343,343,2024-10-16,Cash,22.88,Paid
344,344,2024-01-09,Card,28.07,Paid
345,345,2024-08-20,Mobile Pay,19.24,Refunded
346,346,2024-09-15,Mobile Pay,25.87,Refunded
347,347,2024-01-25,Cash,20.32,Paid
348,348,2024-06-03,Card,19.58,Refunded
349,349,2024-01-23,Cash,9.31,Paid
350,350,2024-12-19,Card,22.47,Paid
351,351,2024-02-20,Card,15.85,Paid
352,352,2024-08-06,Card,34.00,Refunded
353,353,2024-07-23,Cash,73.68,Paid
354,354,2024-10-24,Mobile Pay,18.68,Paid
355,355,2024-11-13,Mobile Pay,14.11,Paid
356,356,2024-03-08,Mobile Pay,15.38,Paid
357,357,2024-07-04,Card,9.32,Paid
358,358,2024-01-14,Card,60.96,Paid
359,359,2024-10-29,Card,20.67,Paid
360,360,2024-11-26,Mobile Pay,24.75,Paid
361,361,2024-11-20,Cash,64.39,Paid
362,362,2024-07-12,Mobile Pay,36.47,Refunded
363,363,2024-04-19,Cash,6.53,Paid
364,364,2024-05-18,Mobile Pay,46.41,Refunded
365,365,2024-12-13,Cash,44.27,Paid
366,366,2024-07-08,Mobile Pay,5.01,Paid
367,367,2024-08-26,Card,16.43,Paid
368,368,2024-09-28,Card,55.83,Paid
369,369,2024-11-21,Cash,33.88,Paid
370,370,2024-07-25,Card,6.45,Paid
371,371,2024-01-15,Mobile Pay,23.09,Paid
372,372,2024-04-10,Card,18.57,Refunded
373,373,2024-02-10,Mobile Pay,27.40,Paid
374,374,2024-10-22,Card,43.85,Paid
375,375,2024-04-16,Mobile Pay,21.24,Paid
376,376,2024-12-23,Cash,9.43,Paid
377,377,2024-09-15,Cash,52.17,Paid
378,378,2024-09-14,Cash,68.24,Paid
379,379,2024-11-25,Card,45.85,Paid
380,380,2024-10-16,Card,11.59,Paid
381,381,2024-11-04,Cash,12.49,Paid
382,382,2024-01-12,Cash,23.24,Paid
383,383,2024-08-17,Mobile Pay,43.19,Refunded
384,384,2024-03-01,Cash,9.47,Paid
385,385,2024-05-22,Card,10.12,Paid
386,386,2024-06-13,Cash,18.39,Paid
387,387,2024-11-05,Mobile Pay,13.83,Paid
388,388,2024-04-27,Card,21.11,Paid
389,389,2024-06-28,Cash,16.46,Paid
390,390,2024-12-10,Card,14.56,Paid
391,391,2024-05-08,Cash,25.49,Paid
392,392,2024-01-07,Cash,36.39,Refunded
393,393,2024-10-25,Cash,36.08,Paid
394,394,2024-06-25,Cash,28.96,Paid
395,395,2024-09-30,Cash,34.46,Paid
396,396,2024-07-14,Card,68.72,Refunded
397,397,2024-01-27,Card,34.98,Paid
398,398,2024-01-06,Card,18.52,Paid
399,399,2024-12-17,Mobile Pay,43.81,Paid
400,400,2024-01-27,Card,14.59,Paid
401,401,2024-12-21,Mobile Pay,25.77,Paid
402,402,2024-03-02,Cash,54.24,Paid
403,403,2024-12-14,Card,56.22,Paid
404,404,2024-07-13,Cash,13.11,Paid
405,405,2024-12-27,Card,45.06,Paid
406,406,2024-05-09,Cash,54.09,Paid
407,407,2024-10-29,Card,20.43,Paid
408,408,2024-08-11,Cash,18.06,Paid
409,409,2024-01-29,Mobile Pay,20.02,Paid
410,410,2024-02-27,Card,27.91,Refunded
411,411,2024-01-17,Cash,17.50,Paid
412,412,2024-07-30,Card,18.74,Refunded
413,413,2024-10-09,Card,9.37,Paid
414,414,2024-06-22,Card,36.24,Paid
415,415,2024-09-04,Cash,10.28,Paid
416,416,2024-01-21,Cash,35.04,Paid
417,417,2024-06-29,Cash,17.52,Paid
418,418,2024-11-03,Card,8.17,Refunded
419,419,2024-04-11,Cash,13.94,Paid
420,420,2024-04-08,Mobile Pay,16.04,Paid
421,421,2024-10-20,Mobile Pay,10.42,Paid
422,422,2024-05-02,Mobile Pay,26.13,Refunded
423,423,2024-09-29,Mobile Pay,17.02,Refunded
424,424,2024-06-29,Card,28.98,Refunded
425,425,2024-10-19,Card,39.56,Paid
426,426,2024-05-28,Cash,27.33,Paid
427,427,2024-07-19,Mobile Pay,8.93,Paid
428,428,2024-02-06,Cash,38.06,Paid
429,429,2024-02-24,Mobile Pay,124.18,Paid
430,430,2024-01-20,Mobile Pay,19.94,Paid
431,431,2024-10-20,Cash,71.71,Paid
432,432,2024-11-16,Card,38.35,Paid
433,433,2024-04-21,Cash,25.10,Paid
434,434,2024-02-07,Cash,35.01,Paid
435,435,2024-07-05,Mobile Pay,29.49,Paid
436,436,2024-06-07,Card,14.65,Paid
437,437,2024-01-26,Mobile Pay,12.66,Paid
438,438,2024-03-08,Cash,24.97,Paid
439,439,2024-08-27,Card,30.73,Refunded
440,440,2024-04-27,Card,13.78,Refunded
441,441,2024-12-27,Cash,16.31,Paid
442,442,2024-02-09,Card,46.76,Paid
443,443,2024-07-20,Cash,24.82,Paid
444,444,2024-04-29,Cash,23.96,Paid
445,445,2024-12-04,Card,43.26,Paid
446,446,2024-07-27,Card,20.08,Paid
447,447,2024-11-27,Mobile Pay,17.02,Refunded
448,448,2024-12-18,Card,10.80,Paid
449,449,2024-01-08,Cash,68.52,Paid
450,450,2024-05-03,Cash,16.37,Paid
451,451,2024-08-19,Cash,24.80,Paid
452,452,2024-06-30,Mobile Pay,30.09,Refunded
453,453,2024-08-18,Cash,16.87,Paid
454,454,2024-10-24,Mobile Pay,45.89,Paid
455,455,2024-12-05,Cash,17.87,Paid
456,456,2024-09-15,Card,18.24,Paid
457,457,2024-10-08,Mobile Pay,15.03,Paid
458,458,2024-10-29,Cash,64.70,Paid
459,459,2024-12-25,Mobile Pay,20.21,Paid
460,460,2024-04-23,Mobile Pay,29.28,Paid
461,461,2024-06-07,Card,26.33,Refunded
462,462,2024-03-12,Cash,28.34,Paid
463,463,2024-03-22,Card,15.16,Refunded
464,464,2024-02-12,Card,10.47,Refunded
465,465,2024-08-20,Cash,32.03,Paid
466,466,2024-06-12,Mobile Pay,11.21,Paid
467,467,2024-07-31,Card,11.69,Paid
468,468,2024-07-10,Cash,6.28,Paid
469,469,2024-12-23,Card,85.53,Paid
470,470,2024-09-25,Card,44.11,Paid
471,471,2024-01-29,Cash,15.97,Paid
472,472,2024-03-07,Card,17.94,Refunded
473,473,2024-09-19,Mobile Pay,72.96,Paid
474,474,2024-08-03,Cash,18.63,Paid
475,475,2024-05-13,Card,80.56,Paid
476,476,2024-09-16,Cash,34.25,Paid
477,477,2024-03-01,Cash,21.45,Paid
478,478,2024-11-13,Mobile Pay,10.76,Paid
479,479,2024-11-26,Mobile Pay,19.16,Refunded
480,480,2024-03-19,Mobile Pay,17.30,Paid
481,481,2024-05-01,Cash,32.63,Paid
482,482,2024-06-25,Cash,9.79,Paid
483,483,2024-03-01,Card,23.29,Paid
484,484,2024-10-12,Card,41.64,Refunded
485,485,2024-12-15,Mobile Pay,20.77,Paid
486,486,2024-06-25,Card,5.76,Paid
487,487,2024-11-23,Mobile Pay,23.53,Paid
488,488,2024-09-22,Card,29.30,Paid
489,489,2024-11-21,Cash,41.96,Paid
490,490,2024-11-01,Cash,22.53,Paid
491,491,2024-04-20,Cash,67.25,Paid
492,492,2024-11-20,Card,15.57,Paid
493,493,2024-08-04,Card,22.12,Paid
494,494,2024-05-09,Cash,13.89,Paid
495,495,2024-07-06,Card,32.59,Paid
496,496,2024-05-26,Card,19.54,Paid
497,497,2024-06-07,Cash,26.12,Paid
498,498,2024-08-12,Cash,8.73,Paid
499,499,2024-02-22,Cash,30.32,Paid
500,500,2024-05-17,Cash,52.24,Paid
501,501,2024-06-15,Cash,61.54,Refunded
502,502,2024-09-11,Cash,69.86,Paid
503,503,2024-03-14,Card,36.92,Refunded
504,504,2024-04-03,Mobile Pay,39.82,Refunded
505,505,2024-11-29,Mobile Pay,36.71,Paid
506,506,2024-04-28,Cash,23.05,Refunded
507,507,2024-01-12,Card,7.89,Refunded
508,508,2024-06-05,Cash,57.61,Paid
509,509,2024-12-04,Cash,67.21,Refunded
510,510,2024-07-21,Mobile Pay,7.96,Refunded
511,511,2024-03-01,Cash,8.17,Paid
512,512,2024-03-18,Cash,12.77,Refunded
513,513,2024-08-04,Cash,26.56,Paid
514,514,2024-03-26,Mobile Pay,37.58,Paid
515,515,2024-10-04,Card,40.20,Paid
516,516,2024-12-02,Card,37.86,Paid
517,517,2024-07-17,Mobile Pay,30.39,Paid
518,518,2024-09-26,Mobile Pay,26.08,Paid
519,519,2024-10-27,Cash,39.61,Paid
520,520,2024-01-31,Mobile Pay,28.82,Paid
521,521,2024-11-21,Mobile Pay,44.51,Paid
522,522,2024-11-22,Cash,13.76,Paid
523,523,2024-08-26,Mobile Pay,18.18,Paid
524,524,2024-12-11,Card,18.44,Refunded
525,525,2024-04-02,Mobile Pay,24.82,Paid
526,526,2024-11-07,Mobile Pay,37.68,Paid
527,527,2024-05-12,Cash,18.60,Paid
528,528,2024-09-05,Mobile Pay,25.29,Refunded
529,529,2024-02-04,Card,58.30,Paid
530,530,2024-07-02,Cash,22.47,Paid
531,531,2024-07-18,Card,17.58,Paid
532,532,2024-05-23,Card,15.02,Paid
533,533,2024-01-29,Mobile Pay,17.26,Refunded
534,534,2024-06-12,Cash,23.48,Refunded
535,535,2024-11-03,Card,27.76,Paid
536,536,2024-11-04,Card,11.33,Paid
537,537,2024-02-02,Cash,24.39,Refunded
538,538,2024-04-16,Mobile Pay,26.97,Paid
539,539,2024-06-05,Mobile Pay,45.37,Paid
540,540,2024-12-07,Card,31.51,Paid
541,541,2024-06-14,Mobile Pay,21.26,Paid
542,542,2024-02-28,Mobile Pay,31.85,Paid
543,543,2024-03-27,Mobile Pay,20.82,Refunded
544,544,2024-05-04,Cash,27.53,Paid
545,545,2024-07-17,Mobile Pay,25.14,Refunded
546,546,2024-02-04,Mobile Pay,10.42,Paid
547,547,2024-02-29,Mobile Pay,34.12,Paid
548,548,2024-02-24,Mobile Pay,18.79,Paid
549,549,2024-05-29,Card,28.94,Refunded
550,550,2024-08-02,Cash,24.49,Paid
551,551,2024-10-31,Cash,8.93,Paid
552,552,2024-08-27,Cash,16.29,Paid
553,553,2024-06-04,Cash,24.26,Paid
554,554,2024-05-02,Mobile Pay,19.16,Refunded
555,555,2024-12-05,Card,55.22,Paid
556,556,2024-06-21,Mobile Pay,8.62,Paid
557,557,2024-04-15,Mobile Pay,18.40,Paid
558,558,2024-08-19,Card,16.12,Paid
559,559,2024-05-10,Card,25.56,Paid
560,560,2024-02-13,Mobile Pay,42.72,Paid
561,561,2024-12-22,Card,20.06,Paid
562,562,2024-01-11,Mobile Pay,70.95,Paid
563,563,2024-07-10,Cash,12.23,Paid
564,564,2024-09-06,Card,12.01,Paid
565,565,2024-11-16,Mobile Pay,25.61,Paid
566,566,2024-03-16,Card,21.58,Paid
567,567,2024-01-20,Card,19.67,Paid
568,568,2024-08-14,Cash,19.23,Paid
569,569,2024-05-31,Mobile Pay,15.68,Paid
570,570,2024-10-05,Cash,24.73,Refunded
571,571,2024-07-06,Card,12.83,Paid
572,572,2024-11-10,Cash,29.71,Paid
573,573,2024-07-01,Mobile Pay,17.08,Refunded
574,574,2024-02-27,Mobile Pay,26.02,Paid
575,575,2024-01-01,Cash,5.00,Paid
576,576,2024-09-14,Card,22.56,Refunded
577,577,2024-11-03,Cash,25.52,Paid
578,578,2024-11-09,Cash,23.70,Paid
579,579,2024-11-20,Card,26.36,Paid
